NOM_LOGIQUE;LIBELLE;libelle long eq;NOM_STATION;libelle long station;MNEMONIQUE;Libelle (type eq.)
nl_2_1001_1331;Concentrateur Esplanade Défense;Logiciel NdS;M-ESPLANADE DE LA DEFENSE;Ligne 1 - Esplanade de La Défense;NDS;Concentrateur
nl_Pedale_ETOILE_GTC_6_1;Pedale_ETOILE_GTC_6_1;Pedale_ETOILE_GTC_6_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Pedale_GTC;Pédale d'alarme agression via API GTC
nl_Zone_Agression_ETOILE_GTC_6;Zone_Agression_ETOILE_GTC_6;Zone_Agression_ETOILE_GTC_6 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER)
nl_Pedale_ETOILE_GTC_1_4;Pedale_ETOILE_GTC_1_4;Pedale_ETOILE_GTC_1_4 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Pedale_GTC;Pédale d'alarme agression via API GTC
nl_Pedale_ETOILE_GTC_1_3;Pedale_ETOILE_GTC_1_3;Pedale_ETOILE_GTC_1_3 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Pedale_GTC;Pédale d'alarme agression via API GTC
nl_Pedale_ETOILE_GTC_1_2;Pedale_ETOILE_GTC_1_2;Pedale_ETOILE_GTC_1_2 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Pedale_GTC;Pédale d'alarme agression via API GTC
nl_Pedale_ETOILE_GTC_1_1;Pedale_ETOILE_GTC_1_1;Pedale_ETOILE_GTC_1_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Pedale_GTC;Pédale d'alarme agression via API GTC
nl_Zone_Agression_ETOILE_GTC_1;Zone_Agression_ETOILE_GTC_1;Zone_Agression_ETOILE_GTC_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER)
nl_Radar_GTC_ETOILE_GTC_16_1;Radar_GTC_ETOILE_GTC_16_1;Radar_GTC_ETOILE_GTC_16_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Radar_GTC;Radar Zone effraction via API  GTC
nl_Zone_Effraction_ETOILE_GTC_16;Zone_Effraction_ETOILE_GTC_16;Zone_Effraction_ETOILE_GTC_16 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC)
nl_Contact_Porte_GTC_ETOILE_GTC_14_1;Contact_Porte_GTC_ETOILE_GTC_14_1;Contact_Porte_GTC_ETOILE_GTC_14_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Contact_Porte_GTC;Contact porte Zone effraction via API  GTC
nl_Zone_Effraction_ETOILE_GTC_14;Zone_Effraction_ETOILE_GTC_14;Zone_Effraction_ETOILE_GTC_14 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC)
nl_Contact_Porte_GTC_ETOILE_GTC_13_1;Contact_Porte_GTC_ETOILE_GTC_13_1;Contact_Porte_GTC_ETOILE_GTC_13_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Contact_Porte_GTC;Contact porte Zone effraction via API  GTC
nl_Radar_GTC_ETOILE_GTC_13_1;Radar_GTC_ETOILE_GTC_13_1;Radar_GTC_ETOILE_GTC_13_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Radar_GTC;Radar Zone effraction via API  GTC
nl_256_1001_1468;Concentrateur Assemblée Nationale;Concentrateur Assemblée Nationale;M-ASSEMBLEE NATIONALE;Ligne 12 - Assemblée Nationale;NDS;Concentrateur
nl_Haut_Parleur_ETOILE_GTC_16_ETO1;Haut_Parleur_ETOILE_GTC_16;Haut_Parleur_ETOILE_GTC_16 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_15_ETO1;Haut_Parleur_ETOILE_GTC_15;Haut_Parleur_ETOILE_GTC_15 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_14_ETO1;Haut_Parleur_ETOILE_GTC_14;Haut_Parleur_ETOILE_GTC_14 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_13_ETO1;Haut_Parleur_ETOILE_GTC_13;Haut_Parleur_ETOILE_GTC_13 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_12_ETO1;Haut_Parleur_ETOILE_GTC_12;Haut_Parleur_ETOILE_GTC_12 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_11_ETO1;Haut_Parleur_ETOILE_GTC_11;Haut_Parleur_ETOILE_GTC_11 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_10_ETO1;Haut_Parleur_ETOILE_GTC_10;Haut_Parleur_ETOILE_GTC_10 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_9_ETO1;Haut_Parleur_ETOILE_GTC_9;Haut_Parleur_ETOILE_GTC_9 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_8_ETO1;Haut_Parleur_ETOILE_GTC_8;Haut_Parleur_ETOILE_GTC_8 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_6_ETO1;Haut_Parleur_ETOILE_GTC_6;Haut_Parleur_ETOILE_GTC_6 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_4_ETO1;Haut_Parleur_ETOILE_GTC_4;Haut_Parleur_ETOILE_GTC_4 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_3_ETO1;Haut_Parleur_ETOILE_GTC_3;Haut_Parleur_ETOILE_GTC_3 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_2_ETO1;Haut_Parleur_ETOILE_GTC_2;Haut_Parleur_ETOILE_GTC_2 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Haut_Parleur_ETOILE_GTC_1_ETO1;Haut_Parleur_ETOILE_GTC_1;Haut_Parleur_ETOILE_GTC_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Haut_Parleur_GTC;Haut parleur via un API GTC
nl_Zone_Sono_ETOILE_GTC_6;Zone_Sono_ETOILE_GTC_6;Zone_Sono_ETOILE_GTC_6 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER)
nl_Zone_Sono_ETOILE_GTC_5;Zone_Sono_ETOILE_GTC_5;Zone_Sono_ETOILE_GTC_5 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER)
nl_Zone_Sono_ETOILE_GTC_4;Zone_Sono_ETOILE_GTC_4;Zone_Sono_ETOILE_GTC_4 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER)
nl_Zone_Sono_ETOILE_GTC_3;Zone_Sono_ETOILE_GTC_3;Zone_Sono_ETOILE_GTC_3 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER)
nl_Zone_Sono_ETOILE_GTC_2;Zone_Sono_ETOILE_GTC_2;Zone_Sono_ETOILE_GTC_2 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER)
nl_Zone_Sono_ETOILE_GTC_1;Zone_Sono_ETOILE_GTC_1;Zone_Sono_ETOILE_GTC_1 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER)
nl_Ampli_ETOILE_GTC_36;Ampli_ETOILE_GTC_36;Ampli_ETOILE_GTC_36 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_35;Ampli_ETOILE_GTC_35;Ampli_ETOILE_GTC_35 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_34;Ampli_ETOILE_GTC_34;Ampli_ETOILE_GTC_34 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_33;Ampli_ETOILE_GTC_33;Ampli_ETOILE_GTC_33 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_32;Ampli_ETOILE_GTC_32;Ampli_ETOILE_GTC_32 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_31;Ampli_ETOILE_GTC_31;Ampli_ETOILE_GTC_31 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_30;Ampli_ETOILE_GTC_30;Ampli_ETOILE_GTC_30 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_29;Ampli_ETOILE_GTC_29;Ampli_ETOILE_GTC_29 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_28;Ampli_ETOILE_GTC_28;Ampli_ETOILE_GTC_28 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_27;Ampli_ETOILE_GTC_27;Ampli_ETOILE_GTC_27 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_26;Ampli_ETOILE_GTC_26;Ampli_ETOILE_GTC_26 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_25;Ampli_ETOILE_GTC_25;Ampli_ETOILE_GTC_25 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_24;Ampli_ETOILE_GTC_24;Ampli_ETOILE_GTC_24 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_23;Ampli_ETOILE_GTC_23;Ampli_ETOILE_GTC_23 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_22;Ampli_ETOILE_GTC_22;Ampli_ETOILE_GTC_22 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_21;Ampli_ETOILE_GTC_21;Ampli_ETOILE_GTC_21 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_20;Ampli_ETOILE_GTC_20;Ampli_ETOILE_GTC_20 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_19;Ampli_ETOILE_GTC_19;Ampli_ETOILE_GTC_19 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_18;Ampli_ETOILE_GTC_18;Ampli_ETOILE_GTC_18 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_17;Ampli_ETOILE_GTC_17;Ampli_ETOILE_GTC_17 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_16;Ampli_ETOILE_GTC_16;Ampli_ETOILE_GTC_16 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_15;Ampli_ETOILE_GTC_15;Ampli_ETOILE_GTC_15 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_14;Ampli_ETOILE_GTC_14;Ampli_ETOILE_GTC_14 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_13;Ampli_ETOILE_GTC_13;Ampli_ETOILE_GTC_13 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_12;Ampli_ETOILE_GTC_12;Ampli_ETOILE_GTC_12 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_11;Ampli_ETOILE_GTC_11;Ampli_ETOILE_GTC_11 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_10;Ampli_ETOILE_GTC_10;Ampli_ETOILE_GTC_10 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_9;Ampli_ETOILE_GTC_9;Ampli_ETOILE_GTC_9 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_8;Ampli_ETOILE_GTC_8;Ampli_ETOILE_GTC_8 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_7;Ampli_ETOILE_GTC_7;Ampli_ETOILE_GTC_7 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_6;Ampli_ETOILE_GTC_6;Ampli_ETOILE_GTC_6 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_5;Ampli_ETOILE_GTC_5;Ampli_ETOILE_GTC_5 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_4;Ampli_ETOILE_GTC_4;Ampli_ETOILE_GTC_4 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_3;Ampli_ETOILE_GTC_3;Ampli_ETOILE_GTC_3 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
nl_Ampli_ETOILE_GTC_2;Ampli_ETOILE_GTC_2;Ampli_ETOILE_GTC_2 - Etoile RER;R-CHARLES DE GAULLE - ETO;RER A - Charles de Gaulle Etoile;Ampli_GTC;Amplificateur via un API GTC
EA7P-MIOR-000001600!!!!!!!!108023!!!!!!!!!!!!!!!;NDS B;NDS B - Boucicaut;M-BOUCICAUT;Ligne 8 - Boucicaut;PC_I;PC industriel
EA7P-MIOR-000001598!!!!!!!!110061!!!!!!!!!!!!!!!;NDS B;NDS B - Maubert Mutualité;M-MAUBERT - MUTUALITE;Ligne 10 - Maubert Mutualité;PC_I;PC industriel
nl_232_1001_1508;Concentrateur Maubert Mutualité;Concentrateur Maubert Mutualité;M-MAUBERT - MUTUALITE;Ligne 10 - Maubert Mutualité;NDS;Concentrateur
EA7P-MIOR-000001596!!!!!!!!107073!!!!!!!!!!!!!!!;NDS B;NDS B - Censier d'Aubenton;M-CENSIER - DAUBENTON;Ligne 7 - Censier d'Aubenton;PC_I;PC industriel
nl_147_1001_1500;Concentrateur Censier d'Aubenton;Concentrateur Censier d'Aubenton;M-CENSIER - DAUBENTON;Ligne 7 - Censier d'Aubenton;NDS;Concentrateur
EA7P-MIOR-000001594!!!!!!!!101047!!!!!!!!!!!!!!!;NDS B;NDS B - Bastille;M-BASTILLE;Ligne 5 - Bastille ;PC_I;PC industriel
nl_97_1001_1492;Concentrateur Bastille;;M-BASTILLE;Ligne 5 - Bastille ;NDS;Concentrateur
EA7P-MIOR-000001592!!!!!!!!110055!!!!!!!!!!!!!!!;NDS B;NDS B - Sèvres Babylone;M-SEVRES - BABYLONE;Ligne 12 - Sèvres Babylone;PC_I;PC industriel
nl_259_1001_1484;Concentrateur Sèvres Babylone;Concentrateur Sèvres Babylone;M-SEVRES - BABYLONE;Ligne 12 - Sèvres Babylone;NDS;Concentrateur
EA7P-MIOR-000001590!!!!!!!!112057!!!!!!!!!!!!!!!;NDS B;NDS B - Solférino;M-SOLFERINO;Ligne 12 - Solférino;PC_I;PC industriel
nl_257_1001_1476;Concentrateur Solférino;Concentrateur Solférino;M-SOLFERINO;Ligne 12 - Solférino;NDS;Concentrateur
EA7P-MIOR-000001588!!!!!!!!112059!!!!!!!!!!!!!!!;NDS B;NDS B - Assemblée Nationale;M-ASSEMBLEE NATIONALE;Ligne 12 - Assemblée Nationale;PC_I;PC industriel
EA7P-MIOR-000001070!!!!!!!!101055!!!!!!!!!!!!!!!;P-SERVEUR-UA-0112003;P-SERVEUR-UA-0112003 - Louvre Rivoli;M-LOUVRE - RIVOLI;Ligne 1 - Louvre Rivoli;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001216!!!!!!!!108021-00-0A-IN-LC008;P-SERVEUR-UA-0802003;P-SERVEUR-UA-0802003 - Lourmel;M-LOURMEL;Ligne 8 - Lourmel;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001236!!!!!!!!108077-00-0A-IN-LC003;P-SERVEUR-UA-0832003;P-SERVEUR-UA-0832003 - Liberté;M-LIBERTE;Ligne 8 - Liberté;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001152!!!!!!!!105067!!!!!!!!!!!!!!!;P-SERVEUR-UA-0513003;P-SERVEUR-UA-0513003 - Richard Lenoir;M-RICHARD-LENOIR;Ligne 5 - Richard Lenoir ;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001284!!!!!!!!110063!!!!!!!!!!!!!!!;P-SERVEUR-UA-1020003;P-SERVEUR-UA-1020003 - Cardinal Lemoine ;M-CARDINAL LEMOINE;Ligne 10 - Cardinal Lemoine ;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001228!!!!!!!!108061!!!!!!!!!!!!!!!;P-SERVEUR-UA-0824003;P-SERVEUR-UA-0824003 - Ledru Rollin;M-LEDRU-ROLLIN;Ligne 8 - Ledru Rollin;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001273!!!!!!!!110037!!!!!!!!!!!!!!!;P-SERVEUR-UA-1005003;P-SERVEUR-UA-1005003 - Chardon Lagache;M-CHARDON - LAGACHE;Ligne 10 - Chardon Lagache;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001180!!!!!!!!106083!!!!!!!!!!!!!!!;P-SERVEUR-UA-0627003;P-SERVEUR-UA-0627003 - Kléber;M-KLEBER;Ligne 6 - Kléber;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001275!!!!!!!!110041!!!!!!!!!!!!!!!;P-SERVEUR-UA-1007003;P-SERVEUR-UA-1007003 - Javel Andre Citroën;M-JAVEL - ANDRE CITROEN;Ligne 10 - Javel Andre Citroën;SIV;Serveur d'Information Voyageur
IB8P-SERVEUR-UA-1112003!!!!111055!!!!!!!!!!!!!!!;P-SERVEUR-UA-1112003;P-SERVEUR-UA-1112003 - Hôtel de Ville;M-HOTEL DE VILLE;Ligne 11 - Hôtel de ville;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001562!!!!!!!!104065!!!!!!!!!!!!!!!;NDS B;NDS B - Saint Placide;M-SAINT-PLACIDE;Ligne 4 - Saint Placide;PC_I;PC industriel
EA7P-RESO-000000688!!!!!!!!104065!!!!!!!!!!!!!!!;SDP 1B;SDP 1B - Saint Placide;M-SAINT-PLACIDE;Ligne 4 - Saint Placide;SDP;Serveur de ports
IB8P-SERVEUR-PORT-0419015!!104065!!!!!!!!!!!!!!!;SDP 1A;SDP 1A - Saint Placide;M-SAINT-PLACIDE;Ligne 4 - Saint Placide;SDP;Serveur de ports
nl_83_1001_916;Concentrateur Alésia;Logiciel NdS;M-ALESIA;Ligne 4 - Alésia;NDS;Concentrateur
nl_77_1001_968;Concentrateur Saint Placide;Logiciel NdS;M-SAINT-PLACIDE;Ligne 4 - Saint Placide;NDS;Concentrateur
EA7P-MIOR-000001561!!!!!!!!104067!!!!!!!!!!!!!!!;NDS B;NDS B - Montparnasse Bienvenue;M-MONTPARNASSE - BIENVENU;Ligne 4 - Montparnasse Bienvenue;PC_I;PC industriel
EA7P-RESO-000000687!!!!!!!!104067!!!!!!!!!!!!!!!;SDP 1B;SDP 1B - Montparnasse Bienvenue;M-MONTPARNASSE - BIENVENU;Ligne 4 - Montparnasse Bienvenue;SDP;Serveur de ports
IB8P-SERVEUR-PORT-0420015!!104067!!!!!!!!!!!!!!!;SDP 1A;SDP 1A - Montparnasse Bienvenue;M-MONTPARNASSE - BIENVENU;Ligne 4 - Montparnasse Bienvenue;SDP;Serveur de ports
nl_78_1001_960;Concentrateur Montparnasse;Logiciel NdS;M-MONTPARNASSE - BIENVENU;Ligne 4 - Montparnasse Bienvenue;NDS;Concentrateur
EA7P-MIOR-000001560!!!!!!!!104069!!!!!!!!!!!!!!!;NDS B;NDS B - Vavin;M-VAVIN;Ligne 4 - Vavin ;PC_I;PC industriel
EA7P-RESO-000000686!!!!!!!!104069!!!!!!!!!!!!!!!;SDP 1B;SDP 1B - Vavin;M-VAVIN;Ligne 4 - Vavin ;SDP;Serveur de ports
IB8P-SERVEUR-PORT-0421015!!104069!!!!!!!!!!!!!!!;SDP 1A;SDP 1A - Vavin;M-VAVIN;Ligne 4 - Vavin ;SDP;Serveur de ports
nl_79_1001_951;Concentrateur Vavin;Logiciel NdS;M-VAVIN;Ligne 4 - Vavin ;NDS;Concentrateur
EA7P-MIOR-000001559!!!!!!!!104071!!!!!!!!!!!!!!!;NDS B;NDS B - Raspail;M-RASPAIL;Ligne 4 - Raspail;PC_I;PC industriel
EA7P-RESO-000000685!!!!!!!!104071!!!!!!!!!!!!!!!;SDP 1B;SDP 1B - Raspail;M-RASPAIL;Ligne 4 - Raspail;SDP;Serveur de ports
EA7P-MIOR-000002215!!!!!!!!101037!!!!!!!!!!!!!!!;NDS B;NDS B - Saint Mandé Tourelle;M-SAINT-MANDE - TOURELLE;Ligne 1 - Saint Mandé Tourelle;PC_I;PC industriel
nl_16_1001_1164;Concentrateur Saint Mandé;Logiciel NdS;M-SAINT-MANDE - TOURELLE;Ligne 1 - Saint Mandé Tourelle;NDS;Concentrateur
EA7P-MIOR-000002213!!!!!!!!101035!!!!!!!!!!!!!!!;NDS B;NDS B - Bérault;M-BERAULT;Ligne 1 - Bérault;PC_I;PC industriel
nl_17_1001_1155;Concentrateur Bérault;Logiciel NdS;M-BERAULT;Ligne 1 - Bérault;NDS;Concentrateur
EA7P-MIOR-000002211!!!!!!!!101033!!!!!!!!!!!!!!!;NDS B;NDS B - Château de Vincennes;M-CHATEAU DE VINCENNES;Ligne 1 - Château de Vincennes;PC_I;PC industriel
EA7P-MIOR-000001231!!!!!!!!108067!!!!!!!!!!!!!!!;P-SERVEUR-UA-0827003;P-SERVEUR-UA-0827003 - Montgallet;M-MONTGALLET;Ligne 8 - Montgallet;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001272!!!!!!!!109031-00-0A-IN-LC006;P-SERVEUR-UA-1004003;P-SERVEUR-UA-1004003 - Michel Ange Molitor;M-MICHEL-ANGE - MOLITOR;Ligne 10 - Michel Ange Molitor;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001274!!!!!!!!110039!!!!!!!!!!!!!!!;P-SERVEUR-UA-1006003;P-SERVEUR-UA-1006003 - Mirabeau;M-MIRABEAU;Ligne 10 - Mirabeau;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001269!!!!!!!!109093-00-0A-IN-LC034;P-SERVEUR-UA-0938003;P-SERVEUR-UA-0938003 - Mairie de Montreuil;M-MAIRIE DE MONTREUIL;Ligne 9 - Mairie de Montreuil ;SIV;Serveur d'Information Voyageur
EA7P-MIOR-000001202!!!!!!!!107091-00-0A-IN-LC034;P-SERVEUR-UA-0731003;P-SERVEUR-UA-0731003 - Mairie d'Ivry;M-MAIRIE D'IVRY;Ligne 7 - Mairie d'Ivry;SIV;Serveur d'Information Voyageur
